model,year,price,mileage,tax,mpg,engineSize,manual,automatic,fuelType,petrol,diesel,hybrid
A Class,2019,36432,1120,145,35.3,2,0,1,4,1,0,0
Grandland X,2018,16991,4800,145,55.4,1.2,1,0,4,1,0,0
Tucson,2016,13399,31828,125,57.6,1.7,0,1,1,0,1,0
Crossland X,2019,11500,14391,145,44.8,1.2,1,0,4,1,0,0
Karoq,2018,16495,11380,145,61.4,1.6,1,0,1,0,1,0
Tucson,2017,15990,19996,30,61.4,1.7,1,0,1,0,1,0
I10,2018,7291,14062,145,60.1,1,1,0,4,1,0,0
Aygo,2018,8498,10498,145,68.9,1,1,0,4,1,0,0
Focus,2017,10950,27086,20,60.1,1,1,0,4,1,0,0
C Class,2020,29950,101,145,64.2,2,0,1,1,0,1,0
Astra,2016,8250,67832,125,51.4,1.4,1,0,4,1,0,0
Aygo,2015,6690,34113,0,69,1,1,0,4,1,0,0
A3,2015,9270,43131,20,72.4,1.6,0,1,1,0,1,0
A5,2017,22500,21649,145,58.9,3,0,1,1,0,1,0
I10,2017,6798,37513,145,57.7,1.2,1,0,4,1,0,0
A3,2017,14517,8956,150,60.1,1,1,0,4,1,0,0
I30,2015,7830,24042,145,47.1,1.4,1,0,4,1,0,0
Fabia,2019,12650,6440,145,50.4,1,1,0,4,1,0,0
Fiesta,2015,8298,15673,0,65.7,1,1,0,4,1,0,0
1 Series,2014,9491,25174,20,68.9,2,1,0,1,0,1,0
Corsa,2016,7543,16067,30,55.4,1.4,1,0,4,1,0,0
Tucson,2017,12995,35160,30,61.7,1.7,1,0,1,0,1,0
Fabia,2016,8000,50701,20,60.1,1.2,1,0,4,1,0,0
Tiguan,2019,23420,6923,145,37.7,1.5,0,1,4,1,0,0
Aygo,2019,11990,1546,145,56.5,1,1,0,4,1,0,0
Kodiaq,2019,26695,5193,145,49.6,2,0,1,1,0,1,0
Fabia,2018,10690,8029,145,64.2,1,1,0,4,1,0,0
Golf,2018,14995,9500,145,49.6,1,1,0,4,1,0,0
Grandland X,2018,15795,21897,145,52.3,1.2,1,0,4,1,0,0
Superb,2013,11995,50112,160,52.3,2,0,1,1,0,1,0
Golf,2017,17000,29357,20,67.3,2,1,0,1,0,1,0
X1,2013,7998,64698,160,51.4,2,1,0,1,0,1,0
I800,2019,18500,14674,145,31.7,2.5,1,0,1,0,1,0
Yaris,2017,9498,44795,145,56.5,1.5,1,0,4,1,0,0
Fiesta,2017,10498,9621,145,65.7,1,1,0,4,1,0,0
X3,2017,20340,30443,145,54.3,2,0,1,1,0,1,0
X3,2018,29498,23206,150,48.7,3,0,1,1,0,1,0
I30,2016,10270,15850,20,72.4,1.6,0,1,1,0,1,0
Auris,2017,13195,40418,0,78.5,1.8,0,1,2,0,0,1
X4,2015,19485,53755,160,52.3,2,1,0,1,0,1,0
C Class,2019,29980,16,145,60.1,1.6,0,1,1,0,1,0
Ioniq,2019,21779,3047,135,78.5,1.6,0,1,2,0,0,1
A8,2018,39881,6173,145,40.4,3,0,1,1,0,1,0
RAV4,2017,19990,39392,135,57.6,2.5,0,1,2,0,0,1
Focus,2015,7150,44670,20,60.1,1,1,0,4,1,0,0
I30,2015,8495,22992,0,78.4,1.6,1,0,1,0,1,0
3 Series,2018,27450,12521,145,41.5,3,0,1,4,1,0,0
A6,2016,13498,78545,20,67.3,2,0,1,1,0,1,0
Mokka X,2017,13698,13302,145,43.5,1.4,0,1,4,1,0,0
Focus,2019,14499,10050,145,60.1,1,1,0,4,1,0,0
5 Series,2018,26691,28869,145,37.7,3,0,1,4,1,0,0
Galaxy,2016,18250,40080,125,56.5,2,1,0,1,0,1,0
E Class,2018,30202,20001,145,53.3,2,0,1,1,0,1,0
X6,2018,36995,6100,145,47.1,3,0,1,1,0,1,0
TT,2019,26850,4389,145,38.7,2,0,1,4,1,0,0
Polo,2018,11350,10091,145,60.1,1,1,0,4,1,0,0
A5,2017,20990,40993,150,65.7,2,1,0,1,0,1,0
C Class,2019,26599,1566,145,60.1,1.6,0,1,1,0,1,0
Yaris,2008,3975,23912,160,47.1,1.3,1,0,4,1,0,0
EcoSport,2017,8990,32570,150,52.3,1,1,0,4,1,0,0
Octavia,2018,14380,7618,145,55.4,1.5,0,1,4,1,0,0
X1,2017,17800,31238,145,55.4,2,0,1,1,0,1,0
I20,2016,6995,41607,30,58.9,1.2,1,0,4,1,0,0
Octavia,2019,16995,24,145,68.9,1.6,1,0,1,0,1,0
1 Series,2019,15980,4968,145,53.3,1.5,1,0,4,1,0,0
Tucson,2019,15998,9488,145,34.9,1.6,1,0,4,1,0,0
Edge,2017,21000,21955,145,47.9,2,0,1,1,0,1,0
Tucson,2017,15127,11353,145,57.6,1.7,0,1,1,0,1,0
Mokka,2014,5891,92911,30,60.1,1.7,1,0,1,0,1,0
Fabia,2018,10391,13382,145,64.2,1,1,0,4,1,0,0
Polo,2019,11490,16530,145,48.7,1,1,0,4,1,0,0
B Class,2019,22957,13628,145,45.6,1.3,0,1,4,1,0,0
3 Series,2015,12495,57209,125,61.4,2,0,1,1,0,1,0
Grand C-MAX,2017,10500,28958,30,64.2,1.5,1,0,1,0,1,0
GLA Class,2019,24999,10900,145,36.2,1.6,0,1,4,1,0,0
Fabia,2018,11795,3275,145,61.4,1,1,0,4,1,0,0
Q5,2015,18498,48603,200,47.1,2,0,1,1,0,1,0
Yaris,2017,8250,16448,0,66,1,1,0,4,1,0,0
Golf,2016,12990,27911,30,53.3,1.4,1,0,4,1,0,0
3 Series,2016,16698,14518,125,58.9,2,1,0,1,0,1,0
Fabia,2017,12795,27929,145,61.4,1,0,1,4,1,0,0
X1,2017,20260,21320,145,57.6,2,0,1,1,0,1,0
Focus,2019,19000,3849,145,51.4,1.5,1,0,4,1,0,0
Tucson,2019,23495,3961,145,34.9,1.6,1,0,4,1,0,0
Q3,2019,31516,9589,145,32.1,2,0,1,4,1,0,0
Q5,2019,34376,5150,145,38.2,2,0,1,1,0,1,0
Caravelle,2019,41995,3800,145,33.6,2,0,1,1,0,1,0
KA,2011,3000,64304,30,57.7,1.2,1,0,4,1,0,0
I20,2016,8500,29750,20,58.9,1,1,0,4,1,0,0
Q3,2019,27991,8683,150,47.1,2,0,1,1,0,1,0
T-Roc,2019,20495,99,145,44.1,1,1,0,4,1,0,0
TT,2016,15498,34084,30,62.8,2,1,0,1,0,1,0
Meriva,2016,6298,36259,150,47.1,1.4,1,0,4,1,0,0
Kuga,2019,25499,1274,145,38.7,2,0,1,1,0,1,0
3 Series,2016,15491,42328,30,62.8,2,0,1,1,0,1,0
1 Series,2016,9400,44498,0,83.1,1.5,1,0,1,0,1,0
Yaris,2014,10499,8281,0,80.7,1.5,0,1,2,0,0,1
C Class,2015,15990,43120,30,64.2,2.1,0,1,1,0,1,0
C-MAX,2017,9798,24842,30,55.4,1,1,0,4,1,0,0
EcoSport,2017,10485,20676,145,52.3,1,1,0,4,1,0,0
Antara,2013,5299,67400,235,44.1,2.2,1,0,1,0,1,0
I800,2019,19798,8491,145,31.7,2.5,0,1,1,0,1,0
C Class,2019,24433,2326,145,46.3,1.5,0,1,4,1,0,0
I20,2017,7998,28502,145,55.4,1.2,1,0,4,1,0,0
EcoSport,2019,16495,3200,145,45.6,1,0,1,4,1,0,0
X1,2017,19498,21346,145,55.4,2,0,1,1,0,1,0
Aygo,2017,6800,24481,145,69,1,1,0,4,1,0,0
I20,2017,8698,13480,145,58.9,1.2,1,0,4,1,0,0
Zafira,2017,11287,41297,205,41.5,1.4,1,0,4,1,0,0
Fiesta,2016,7999,34547,0,65.7,1,1,0,4,1,0,0
Santa Fe,2019,33791,5117,145,39.2,2.2,0,1,1,0,1,0
Tucson,2020,24495,5000,145,50.4,1.6,0,1,2,0,0,1
4 Series,2016,17029,35444,30,65.7,2,0,1,1,0,1,0
Tucson,2015,14250,47085,145,54.3,2,1,0,1,0,1,0
X2,2019,33520,3235,145,34,2,0,1,4,1,0,0
M4,2019,56995,1501,145,34,3,0,1,4,1,0,0
Golf,2018,20362,10846,145,60.1,2,1,0,1,0,1,0
Fabia,2020,13999,3000,145,51.4,1,1,0,4,1,0,0
Ioniq,2019,17899,5167,135,78.5,1.6,0,1,2,0,0,1
Fiesta,2015,6298,34701,125,54.3,1.2,1,0,4,1,0,0
C Class,2019,28980,3695,145,56.5,2,0,1,1,0,1,0
GLE Class,2015,29955,54229,305,39.2,3,0,1,1,0,1,0
I10,2017,6797,12521,145,60.1,1,1,0,4,1,0,0
Ioniq,2019,17999,3000,135,78.5,1.6,0,1,2,0,0,1
3 Series,2017,22998,19505,145,51.4,3,0,1,1,0,1,0
E Class,2018,47998,9783,145,31.7,3,0,1,4,1,0,0
EcoSport,2017,10333,14219,145,52.3,1,1,0,4,1,0,0
Fabia,2016,6900,44941,20,58.8,1,1,0,4,1,0,0
Mokka X,2019,13490,8173,145,39.2,1.4,1,0,4,1,0,0
Auris,2017,16995,19933,0,70.6,1.8,0,1,2,0,0,1
Corsa,2018,7699,14160,145,55.4,1.4,1,0,4,1,0,0
4 Series,2019,27480,101,145,55.4,3,0,1,1,0,1,0
A5,2020,32981,2998,145,47.1,2,0,1,1,0,1,0
Up,2019,9890,10,145,54.3,1,1,0,4,1,0,0
3 Series,2019,22980,11571,145,54.3,2,0,1,1,0,1,0
Zafira,2014,9250,30000,165,49.6,2,0,1,1,0,1,0
CL Class,2017,20895,21000,200,42.2,2,1,0,4,1,0,0
Superb,2017,19700,17989,145,60.1,2,0,1,1,0,1,0
C-HR,2017,21290,15977,135,74.3,1.8,0,1,2,0,0,1
5 Series,2017,23495,8213,150,62.8,2,0,1,1,0,1,0
Meriva,2013,4500,71168,150,47.1,1.4,1,0,4,1,0,0
Golf,2014,11498,73009,20,67.3,2,1,0,1,0,1,0
Auris,2017,15570,28865,0,78.5,1.8,0,1,2,0,0,1
Fabia,2018,8995,18612,145,57.7,1,1,0,4,1,0,0
A Class,2018,22980,5999,145,65.7,1.5,0,1,1,0,1,0
Fiesta,2017,8570,17674,145,65.7,1,1,0,4,1,0,0
Aygo,2017,8475,6736,150,68.9,1,1,0,4,1,0,0
3 Series,2018,26998,1426,145,41.5,3,0,1,4,1,0,0
A Class,2017,15000,27842,150,68.9,1.5,1,0,1,0,1,0
A5,2019,25295,3245,145,49.6,2,0,1,1,0,1,0
3 Series,2018,19990,23494,145,57.6,2,0,1,1,0,1,0
Golf,2013,8995,63400,30,62.8,2,0,1,1,0,1,0
Golf,2018,18500,32487,145,60.1,2,1,0,1,0,1,0
Corsa,2017,7491,11331,145,55.4,1.4,1,0,4,1,0,0
Kodiaq,2019,28490,1809,145,52.3,2,1,0,1,0,1,0
A6,2015,16998,57916,30,61.4,2,0,1,1,0,1,0
C-MAX,2014,8695,31000,120,55.4,2,1,0,1,0,1,0
Insignia,2019,19299,18500,145,42.2,2,0,1,1,0,1,0
CL Class,2016,20995,8008,20,67.3,2.1,0,1,1,0,1,0
Insignia,2018,14489,36988,150,53.3,2,1,0,1,0,1,0
Focus,2016,10400,24800,0,74.3,1.5,1,0,1,0,1,0
GL Class,2014,24498,67833,325,35.3,3,0,1,1,0,1,0
3 Series,2020,36995,103,145,54.3,2,1,0,1,0,1,0
Fiesta,2014,7495,23967,30,54.3,1.2,1,0,4,1,0,0
I10,2018,7200,16494,145,60.1,1,1,0,4,1,0,0
Tucson,2017,13700,19098,30,61.7,1.7,1,0,1,0,1,0
5 Series,2017,21900,23291,145,65.7,2,0,1,1,0,1,0
Mokka X,2018,11490,31517,145,39.2,1.4,1,0,4,1,0,0
Auris,2014,10995,46988,0,72.4,1.8,0,1,2,0,0,1
Fiesta,2018,11999,14185,150,65.7,1,1,0,4,1,0,0
Fiesta,2018,12000,14235,145,88.3,1.5,1,0,1,0,1,0
E Class,2019,31745,4282,145,45.6,2,0,1,1,0,1,0
Fabia,2017,8995,21000,145,60.1,1.2,1,0,4,1,0,0
Scala,2019,15995,4890,145,49.6,1,1,0,4,1,0,0
Aygo,2018,7292,10668,145,69,1,1,0,4,1,0,0
Fiesta,2018,9997,20507,145,64.2,1.1,1,0,4,1,0,0
3 Series,2017,18998,28332,0,134.5,2,0,1,2,0,0,1
Corsa,2019,10490,2650,145,43.5,1.4,1,0,4,1,0,0
Fabia,2019,12902,4200,145,57.7,1,1,0,4,1,0,0
E Class,2015,19498,22877,150,54.3,3,0,1,1,0,1,0
Polo,2019,16450,1093,150,49.6,1,1,0,4,1,0,0
Golf,2019,19206,5015,145,44.8,1.5,1,0,4,1,0,0
Fiesta,2017,8995,13229,145,64.2,1.1,1,0,4,1,0,0
Zafira,2016,11100,19930,200,42.2,1.4,1,0,4,1,0,0
I20,2017,9299,6299,145,58.9,1.2,1,0,4,1,0,0
Aygo,2016,6998,12170,0,69,1,1,0,4,1,0,0
A4,2017,22995,19444,125,57.6,2,0,1,1,0,1,0
Kodiaq,2019,30061,56,145,52.3,2,1,0,1,0,1,0
Kuga,2018,20700,10439,145,39.2,2,1,0,1,0,1,0
Q5,2017,25750,17039,145,55.4,2,0,1,1,0,1,0
Golf,2019,17298,6344,145,47.1,1.5,1,0,4,1,0,0
Q2,2017,17990,12300,145,52.3,1.4,1,0,4,1,0,0
Yaris,2017,13994,12834,0,78,1.5,0,1,2,0,0,1
I10,2018,6995,22539,145,60.1,1,1,0,4,1,0,0
Golf,2019,17498,5937,145,47.1,1.5,1,0,4,1,0,0
Sharan,2017,19500,28000,145,54.3,2,0,1,1,0,1,0
Grandland X,2019,17060,13991,145,57.7,1.5,0,1,1,0,1,0
3 Series,2014,10990,65077,30,61.4,2,1,0,1,0,1,0
I40,2017,9490,22172,150,67.3,1.7,1,0,1,0,1,0
Zafira,2017,10998,18954,200,41.5,1.4,1,0,4,1,0,0
Viva,2017,5999,34390,145,62.8,1,1,0,4,1,0,0
Kuga,2017,12735,41600,150,60.1,2,1,0,1,0,1,0
E Class,2017,21290,34123,145,54.3,3,0,1,1,0,1,0
Insignia,2016,8991,44733,20,72.4,1.6,1,0,1,0,1,0
Grandland X,2020,16499,1032,145,55.4,1.5,1,0,1,0,1,0
Insignia,2014,5995,115241,0,76.3,2,1,0,1,0,1,0
Fiesta,2016,10690,13552,30,57.7,1,0,1,4,1,0,0
Q5,2019,39990,6000,145,32.1,2,0,1,4,1,0,0
Polo,2016,8495,16551,20,60.1,1,1,0,4,1,0,0
Fiesta,2016,7500,22313,0,65.7,1,1,0,4,1,0,0
SLK,2015,16995,14125,145,47.9,2,0,1,4,1,0,0
Tucson,2017,12998,8133,30,61.7,1.7,1,0,1,0,1,0
Insignia,2019,15995,19196,145,53.3,2,1,0,1,0,1,0
Octavia,2016,10490,43705,30,55.4,1.4,1,0,4,1,0,0
Tucson,2017,12395,17000,150,44.8,1.6,1,0,4,1,0,0
GLA Class,2018,25480,12695,145,56.5,2.1,0,1,1,0,1,0
A Class,2017,15498,47412,20,68.9,1.5,1,0,1,0,1,0
Octavia,2019,15299,6000,145,68.9,1.6,1,0,1,0,1,0
1 Series,2015,10998,23241,0,83.1,1.5,1,0,1,0,1,0
Golf,2016,17990,23000,200,39.8,2,1,0,4,1,0,0
I10,2017,7995,22500,30,57.6,1.2,1,0,4,1,0,0
Octavia,2019,14900,14000,145,57.7,1,0,1,4,1,0,0
3 Series,2017,21998,30963,145,53.3,3,0,1,1,0,1,0
Arteon,2019,21982,8861,145,40.4,1.5,0,1,4,1,0,0
3 Series,2018,17995,15588,145,48.7,2,0,1,4,1,0,0
I800,2016,13990,30283,300,37.7,2.5,1,0,1,0,1,0
Ioniq,2020,20990,3140,140,62.8,1.6,0,1,2,0,0,1
Octavia,2019,13950,11056,145,55.4,1.5,1,0,4,1,0,0
4 Series,2014,16475,17500,160,44.8,2,0,1,4,1,0,0
Puma,2019,23000,4741,145,50.4,1,1,0,4,1,0,0
Superb,2018,22895,3489,145,39.8,2,0,1,4,1,0,0
GLA Class,2017,22750,9000,145,56.5,2.1,0,1,1,0,1,0
E Class,2020,40411,2004,145,42.8,2,0,1,1,0,1,0
Q7,2016,12500,26705,200,47.9,3,0,1,1,0,1,0
E Class,2015,15637,45943,160,51.4,2.1,0,1,1,0,1,0
Mokka X,2019,12699,15466,145,39.2,1.4,1,0,4,1,0,0
RAV4,2017,15574,32837,145,60.1,2,1,0,1,0,1,0
Tucson,2020,25995,3850,145,48.7,1.6,1,0,2,0,0,1
IX20,2014,5999,41960,125,50.4,1.4,1,0,4,1,0,0
Insignia,2017,9798,27113,145,62.8,2,1,0,1,0,1,0
Tucson,2017,13498,31927,30,61.7,1.7,1,0,1,0,1,0
A Class,2018,21455,13435,145,52.3,1.6,0,1,4,1,0,0
M Class,2014,16087,70308,200,44.8,2.1,0,1,1,0,1,0
E Class,2019,25146,14338,145,72.4,2,0,1,1,0,1,0
I10,2018,7896,16673,145,60.1,1,1,0,4,1,0,0
Tucson,2019,16584,10200,145,34.9,1.6,1,0,4,1,0,0
Fabia,2019,13395,3811,145,64.2,1,1,0,4,1,0,0
Mokka,2014,7699,54940,125,57.6,1.7,1,0,1,0,1,0
Adam,2016,7300,32772,125,53.3,1.4,1,0,4,1,0,0
Tiguan,2019,27190,6635,145,47.9,2,1,0,1,0,1,0
Focus,2014,7730,47394,20,67.3,1.6,1,0,1,0,1,0
2 Series,2019,22990,3205,145,52.3,1.5,1,0,4,1,0,0
Zafira,2017,11434,11434,205,41.5,1.4,1,0,4,1,0,0
I10,2014,5495,38751,20,60.1,1,1,0,4,1,0,0
Kuga,2019,18489,10351,145,54.3,1.5,1,0,1,0,1,0
Fabia,2017,10000,13950,150,64.2,1,1,0,4,1,0,0
I40,2018,12295,30734,145,67.3,1.7,1,0,1,0,1,0
6 Series,2018,28495,21525,145,49.6,3,0,1,1,0,1,0
1 Series,2017,18980,42660,150,39.8,3,0,1,4,1,0,0
X3,2019,31840,5687,145,54.3,2,0,1,1,0,1,0
Fiesta,2016,8100,15411,125,54.3,1.2,1,0,4,1,0,0
3 Series,2019,25990,5714,145,52.3,2,0,1,1,0,1,0
Touran,2017,14989,46734,30,61.4,1.6,1,0,1,0,1,0
Aygo,2019,8995,9233,145,56.5,1,1,0,4,1,0,0
I10,2019,8395,16108,145,57.6,1.2,1,0,4,1,0,0
Astra,2019,9599,17000,150,47.9,1.4,1,0,4,1,0,0
C Class,2017,24990,6668,145,58.9,2.1,0,1,1,0,1,0
A4,2018,21798,11040,145,49.6,1.4,0,1,4,1,0,0
Passat,2019,17990,17139,145,51.4,2,0,1,1,0,1,0
A4,2019,26990,8900,145,50.4,2,0,1,1,0,1,0
B-MAX,2015,8995,28115,30,55.4,1,1,0,4,1,0,0
IX35,2012,5790,64992,205,41.5,1.6,1,0,4,1,0,0
A Class,2019,19990,8293,145,53.3,1.3,0,1,4,1,0,0
Mondeo,2017,10998,55764,20,67.3,2,1,0,1,0,1,0
Prius,2013,13495,84553,0,68.9,1.8,0,1,2,0,0,1
GLE Class,2016,31995,2933,200,47.9,2.1,0,1,1,0,1,0
EcoSport,2017,11000,10069,125,53.3,1,1,0,4,1,0,0
X3,2019,40980,7439,145,36.7,3,0,1,1,0,1,0
I40,2019,17990,8651,145,53.3,1.6,0,1,1,0,1,0
I20,2018,9695,5000,145,46.3,1.2,1,0,4,1,0,0
Superb,2019,26000,2534,145,47.1,2,0,1,1,0,1,0
A Class,2018,21526,11716,150,53.3,1.3,0,1,4,1,0,0
Focus,2011,3495,102000,30,62.8,1.6,1,0,1,0,1,0
Corsa,2016,6399,27363,125,53.3,1.2,1,0,4,1,0,0
A5,2016,17470,50405,160,53.3,2,1,0,1,0,1,0
E Class,2017,20498,36455,145,65.7,2,0,1,1,0,1,0
Yaris,2016,10995,23550,0,78,1.5,0,1,2,0,0,1
RAV4,2019,29550,8357,135,49.6,2.5,0,1,2,0,0,1
Polo,2019,14176,5630,145,47.9,1,1,0,4,1,0,0
I20,2019,9699,16295,145,46.3,1.2,1,0,4,1,0,0
4 Series,2019,25990,11,145,58.9,2,0,1,1,0,1,0
Tucson,2016,15200,18290,200,46.3,2,0,1,1,0,1,0
Fiesta,2018,9900,32423,145,65.7,1,1,0,4,1,0,0
A Class,2017,17498,9663,30,62.8,2.1,1,0,1,0,1,0
Q3,2017,22995,20075,150,42.2,2,0,1,4,1,0,0
Octavia,2017,11990,14123,150,58.9,1,1,0,4,1,0,0
Aygo,2018,7950,19266,145,68.9,1,1,0,4,1,0,0
C Class,2019,31995,999,145,64.2,2,0,1,1,0,1,0
Fiesta,2018,13495,14219,145,62.8,1,1,0,4,1,0,0
C Class,2016,20995,14909,30,64.2,2.1,0,1,1,0,1,0
Superb,2019,18998,8545,145,62.8,2,0,1,1,0,1,0
B Class,2019,23480,10,145,55.4,2,0,1,1,0,1,0
Fiesta,2017,7999,26548,145,54.3,1.2,1,0,4,1,0,0
Q3,2015,17000,43740,145,47.9,1.4,0,1,4,1,0,0
Astra,2017,11798,3973,145,50.4,1.4,0,1,4,1,0,0
Ka+,2017,6521,42981,30,57.7,1.2,1,0,4,1,0,0
Tiguan,2019,20995,13497,145,40.9,1.5,1,0,4,1,0,0
Yaris,2018,13245,2696,145,60.1,1.5,0,1,4,1,0,0
Grandland X,2018,14698,16278,150,55.4,1.2,1,0,4,1,0,0
Fiesta,2013,5981,31926,30,54.3,1.2,1,0,4,1,0,0
Fiesta,2018,10903,8000,150,65.7,0,1,0,4,1,0,0
A Class,2016,15000,30761,30,62.8,2.1,1,0,1,0,1,0
Insignia,2017,10499,42690,145,65.7,1.6,1,0,1,0,1,0
Zafira,2016,11299,42632,200,40.9,1.4,0,1,4,1,0,0
Golf,2019,15299,16821,145,49.6,1,1,0,4,1,0,0
C Class,2016,13498,32174,20,70.6,2.1,1,0,1,0,1,0
3 Series,2019,27990,4465,145,54.3,2,1,0,1,0,1,0
Focus,2017,16000,17000,200,41.5,2,1,0,4,1,0,0
Octavia,2019,15000,2048,150,56.5,2,1,0,1,0,1,0
Focus,2014,5990,58000,20,67.3,1.6,1,0,1,0,1,0
A3,2019,33990,6000,145,33.2,2,0,1,4,1,0,0
Karoq,2018,17695,15519,150,52.3,1,1,0,4,1,0,0
C Class,2016,25532,15129,160,44.1,2,0,1,4,1,0,0
Kona,2019,14785,15113,145,44.1,1,1,0,4,1,0,0
A5,2019,25419,14713,145,39.8,2,0,1,4,1,0,0
Tucson,2016,11990,68773,145,54.3,2,1,0,1,0,1,0
Focus,2017,10991,23372,0,74.3,1.5,1,0,1,0,1,0
A4,2017,19220,14378,30,67.3,2,1,0,1,0,1,0
A5,2017,29582,20320,145,37.7,3,0,1,4,1,0,0
A4,2017,18230,17450,145,67.3,2,1,0,1,0,1,0
CL Class,2014,17660,25237,30,62.8,2.1,0,1,1,0,1,0
1 Series,2016,19990,10,125,53.3,1.5,1,0,4,1,0,0
4 Series,2019,25910,5029,145,48.7,2,0,1,4,1,0,0
Fabia,2017,8400,36898,145,58.8,1,1,0,4,1,0,0
X1,2019,26950,4269,145,60.1,2,0,1,1,0,1,0
Yaris,2017,10125,13000,30,55,1.3,1,0,4,1,0,0
C Class,2017,22995,20362,145,65.7,2.1,0,1,1,0,1,0
Kona,2019,14998,2383,145,44.1,1,1,0,4,1,0,0
RAV4,2016,14010,47000,125,60.1,2,1,0,1,0,1,0
X2,2018,24530,25660,145,61.4,2,0,1,1,0,1,0
Golf,2017,21499,21977,135,156.9,1.4,0,1,2,0,0,1
Octavia,2017,12998,26346,145,57.7,1.4,0,1,4,1,0,0
Golf,2017,14998,27334,20,60.1,1.4,1,0,4,1,0,0
Polo,2016,11495,20000,20,60.1,1.2,0,1,4,1,0,0
Focus,2019,16600,7000,145,51.4,1,0,1,4,1,0,0
Kuga,2019,18795,7452,145,38.2,2,1,0,1,0,1,0
Fabia,2017,11890,10660,150,60.1,1.2,0,1,4,1,0,0
A1,2015,13495,26525,30,58.9,1.4,1,0,4,1,0,0
Mokka,2016,9299,31048,200,40.9,1.6,1,0,4,1,0,0
5 Series,2014,17080,40267,200,48.7,3,0,1,1,0,1,0
Corsa,2019,9761,7547,145,43.5,1.4,1,0,4,1,0,0
C Class,2019,31716,9785,145,54.3,2,0,1,1,0,1,0
Aygo,2019,9995,2845,145,57.7,1,1,0,4,1,0,0
C Class,2019,22900,21481,145,46.3,1.5,0,1,4,1,0,0
A5,2016,22995,14847,260,35.8,3,0,1,4,1,0,0
1 Series,2016,11100,29508,125,53.3,1.5,1,0,4,1,0,0
Fiesta,2014,6220,30713,30,54.3,1.2,1,0,4,1,0,0
C-MAX,2015,7495,33958,165,42.8,1.6,1,0,4,1,0,0
5 Series,2016,18385,45356,160,51.4,3,0,1,1,0,1,0
Passat,2019,16812,19033,145,51.4,2,1,0,1,0,1,0
Tucson,2020,22495,50,145,34.9,1.6,1,0,4,1,0,0
Rapid,2014,6016,47989,125,52.3,1.2,1,0,4,1,0,0
Sharan,2019,26950,5,150,41.5,2,0,1,1,0,1,0
Fabia,2017,10995,4378,145,61.4,1,0,1,4,1,0,0
Superb,2016,11998,18880,30,57.7,1.4,1,0,4,1,0,0
Focus,2017,10000,38729,125,51.4,1,0,1,4,1,0,0
Astra,2016,9495,33500,0,65.7,1,1,0,4,1,0,0
Corsa,2019,11999,50,145,43.5,1.4,1,0,4,1,0,0
Astra,2019,14000,6874,150,47.9,1.4,1,0,4,1,0,0
A Class,2016,20152,19391,200,42.8,2,0,1,4,1,0,0
Kona,2018,18999,18080,150,42.2,1.6,0,1,4,1,0,0
A5,2019,27990,50,145,39.8,2,0,1,4,1,0,0
3 Series,2020,23990,13,145,56.5,2,1,0,1,0,1,0
7 Series,2019,51990,4279,145,41.5,3,0,1,1,0,1,0
A4,2017,14995,41000,0,72.4,2,0,1,1,0,1,0
I40,2013,7485,64672,205,47.1,1.7,0,1,1,0,1,0
Ioniq,2018,17298,6443,135,78.5,1.6,0,1,2,0,0,1
Citigo,2018,10000,2500,145,64.2,1,0,1,4,1,0,0
Mondeo,2014,7885,58000,30,62.8,2,1,0,1,0,1,0
Focus,2017,12495,22354,30,64.2,2,0,1,1,0,1,0
IX35,2015,9495,46000,145,53.3,1.7,1,0,1,0,1,0
SLK,2014,15990,43955,205,43.5,1.8,0,1,4,1,0,0
Polo,2017,10591,27711,145,60.1,1.2,1,0,4,1,0,0
Q3,2017,16310,46603,125,51.4,1.4,1,0,4,1,0,0
Octavia,2019,18499,2650,145,55.4,2,1,0,1,0,1,0
I800,2018,16299,33887,145,31.7,2.5,1,0,1,0,1,0
I800,2018,16995,31360,145,28,2.5,0,1,1,0,1,0
Aygo,2014,5000,40000,0,65.7,1,1,0,4,1,0,0
A5,2020,38990,5000,145,44.8,2,0,1,1,0,1,0
Yaris,2018,11995,30184,135,76.3,1.5,0,1,2,0,0,1
Golf,2015,10498,39388,30,53.3,1.4,1,0,4,1,0,0
C Class,2019,67495,700,145,28,4,0,1,4,1,0,0
Z4,2019,32970,467,145,38.7,2,0,1,4,1,0,0
Yaris,2017,12995,17059,140,76.3,1.5,0,1,2,0,0,1
RAV4,2017,16500,25271,125,60.1,2,1,0,1,0,1,0
Mokka X,2018,11690,16726,145,39.2,1.4,1,0,4,1,0,0
1 Series,2018,22761,24866,150,32.5,3,0,1,4,1,0,0
Yaris,2017,11250,6677,150,56.5,1.5,1,0,4,1,0,0
Focus,2018,19747,10242,145,41.5,2,1,0,4,1,0,0
Polo,2016,11791,19871,20,60.1,1.2,0,1,4,1,0,0
I20,2019,12495,5000,145,46.3,1.2,1,0,4,1,0,0
Astra,2019,14950,100,145,51.4,1.4,0,1,4,1,0,0
Kona,2018,11784,26122,145,52.3,1,1,0,4,1,0,0
Mokka X,2018,12499,11964,145,47.1,1.4,1,0,4,1,0,0
Astra,2017,9330,43132,145,51.4,1.4,1,0,4,1,0,0
Tiguan,2020,33990,2214,145,45.6,2,0,1,1,0,1,0
